Frame,time,RawF_1, F0_1, R_1
461,15.33333,23.05541,22.78333,0.01895
462,15.36667,23.12208,22.79401,0.01864
463,15.40000,23.18701,22.79401,0.01891
464,15.43333,23.10649,22.79831,0.01846
465,15.46667,22.93074,22.80647,0.01658
466,15.50000,23.26667,22.80647,0.01770
467,15.53333,23.21905,22.81114,0.01822
468,15.56667,23.07533,22.82281,0.01742
469,15.60000,23.05801,22.83373,0.01651
470,15.63333,23.09610,22.84498,0.01597
471,15.66667,23.32814,22.84961,0.01732
472,15.70000,23.06840,22.85985,0.01630
473,15.73333,23.18961,22.86753,0.01635
474,15.76667,22.99394,22.86859,0.01483
475,15.80000,23.07879,22.86859,0.01421
476,15.83333,23.20519,22.88067,0.01461
477,15.86667,23.18442,22.90186,0.01462
478,15.90000,23.04589,22.91429,0.01339
479,15.93333,23.14632,22.93235,0.01303
480,15.96667,22.99740,22.94963,0.01138
481,16.00000,23.02597,22.97779,0.01001
482,16.03333,22.95584,22.98558,0.00822
483,16.06667,23.07013,23.00433,0.00746
484,16.10000,23.04243,23.03057,0.00638
485,16.13333,23.01472,23.04660,0.00514
486,16.16667,23.04329,23.06475,0.00416
487,16.20000,22.96710,23.07932,0.00262
488,16.23333,22.82078,23.08233,0.00013
489,16.26667,23.13939,23.07679,0.00059
490,16.30000,22.88485,23.06226,-0.00092
491,16.33333,22.72814,23.04717,-0.00333
492,16.36667,22.98961,23.04420,-0.00326
493,16.40000,22.96883,23.03866,-0.00333
494,16.43333,22.83723,23.01732,-0.00426
495,16.46667,22.70303,23.00143,-0.00599
496,16.50000,22.83809,22.98615,-0.00625
497,16.53333,22.84675,22.97975,-0.00637
498,16.56667,22.76277,22.96601,-0.00703
499,16.60000,22.65281,22.94199,-0.00826
500,16.63333,22.75844,22.92347,-0.00832
501,16.66667,22.64675,22.90612,-0.00912
502,16.70000,22.45108,22.87589,-0.01113
503,16.73333,22.67359,22.86181,-0.01094
504,16.76667,22.57316,22.84212,-0.01142
505,16.80000,22.53506,22.82383,-0.01198
506,16.83333,22.62424,22.80444,-0.01160
507,16.86667,22.75758,22.79206,-0.01011
508,16.90000,22.40866,22.76571,-0.01143
509,16.93333,22.73939,22.75249,-0.00979
510,16.96667,22.64589,22.73853,-0.00904
511,17.00000,22.69870,22.73322,-0.00793
512,17.03333,22.66580,22.71263,-0.00709
513,17.06667,22.53420,22.69738,-0.00731
514,17.10000,22.67013,22.69486,-0.00639
515,17.13333,22.71082,22.68274,-0.00519
516,17.16667,22.93247,22.68116,-0.00237
517,17.20000,22.67013,22.67389,-0.00203
518,17.23333,22.73593,22.67389,-0.00122
519,17.26667,22.82078,22.67389,0.00017
520,17.30000,22.59221,22.66350,-0.00044
521,17.33333,22.81732,22.66350,0.00088
522,17.36667,22.99827,22.66350,0.00345
523,17.40000,22.87965,22.66350,0.00467
524,17.43333,22.82857,22.66350,0.00528
525,17.46667,22.65801,22.66350,0.00444
526,17.50000,22.65022,22.66350,0.00366
527,17.53333,22.89351,22.66350,0.00496
528,17.56667,22.87965,22.66350,0.00595
529,17.60000,22.77576,22.66350,0.00595
530,17.63333,22.94632,22.66350,0.00733
531,17.66667,22.94113,22.66350,0.00845
532,17.70000,23.14459,22.66350,0.01104
533,17.73333,23.02164,22.66350,0.01225
534,17.76667,22.85888,22.66350,0.01195
535,17.80000,23.23030,22.66350,0.01469
536,17.83333,23.05022,22.66350,0.01557
537,17.86667,23.15065,22.66350,0.01711
538,17.90000,23.07359,22.66350,0.01779
539,17.93333,23.06234,22.66350,0.01829
540,17.96667,23.13853,22.66350,0.01931
541,18.00000,22.98182,22.66350,0.01891
542,18.03333,22.95065,22.66350,0.01832
543,18.06667,23.21732,22.66350,0.01997
544,18.10000,23.11169,22.66350,0.02053
545,18.13333,23.12641,22.66350,0.02111
546,18.16667,23.26320,22.66350,0.02270
547,18.20000,23.00520,22.66350,0.02195
548,18.23333,23.16883,22.66350,0.02265
549,18.26667,22.81905,22.66350,0.02043
550,18.30000,23.01558,22.66350,0.02012
551,18.33333,23.02424,22.66350,0.01994
552,18.36667,22.75238,22.66350,0.01759
553,18.40000,23.09091,22.66350,0.01832
554,18.43333,23.25887,22.66350,0.02029
555,18.46667,23.03117,22.66350,0.02013
556,18.50000,23.14459,22.66350,0.02092
557,18.53333,22.83030,22.66350,0.01905
558,18.56667,22.93593,22.66350,0.01831
559,18.60000,23.01039,22.66350,0.01828
560,18.63333,23.14805,22.66350,0.01938
561,18.66667,23.08745,22.66350,0.01980
562,18.70000,22.98701,22.66350,0.01936
563,18.73333,23.29177,22.66350,0.02143
564,18.76667,23.02078,22.66350,0.02100
565,18.80000,23.21732,22.66350,0.02223
566,18.83333,23.07100,22.66350,0.02207
567,18.86667,23.10217,22.66350,0.02220
568,18.90000,23.04762,22.66350,0.02186
569,18.93333,23.06667,22.66350,0.02174
570,18.96667,23.13939,22.66350,0.02222
571,19.00000,23.22251,22.66350,0.02329
572,19.03333,23.18788,22.66350,0.02392
573,19.06667,23.38701,22.66350,0.02607
574,19.10000,23.20346,22.66350,0.02639
575,19.13333,23.12121,22.66350,0.02600
576,19.16667,23.10303,22.66350,0.02553
577,19.20000,23.27965,22.66350,0.02655
578,19.23333,23.40346,22.66350,0.02842
579,19.26667,23.38961,22.66350,0.02988
580,19.30000,23.37836,22.66350,0.03105
581,19.33333,23.19567,22.66350,0.03055
582,19.36667,23.36450,22.66350,0.03149
583,19.40000,23.44242,22.66350,0.03293
584,19.43333,23.28398,22.66350,0.03285
585,19.46667,23.27446,22.66350,0.03271
586,19.50000,23.12208,22.66350,0.03136
587,19.53333,23.42684,22.66350,0.03268
588,19.56667,23.14459,22.66350,0.03153
589,19.60000,23.40866,22.66350,0.03268
590,19.63333,23.23117,22.66350,0.03222
591,19.66667,23.13420,22.66350,0.03104
592,19.70000,23.12641,22.66350,0.02999
593,19.73333,23.40606,22.66350,0.03135
594,19.76667,23.32641,22.66350,0.03185
595,19.80000,23.31429,22.66350,0.03219
596,19.83333,23.39827,22.66350,0.03314
597,19.86667,23.31602,22.66350,0.03329
598,19.90000,23.39740,22.66350,0.03407
599,19.93333,23.41905,22.66350,0.03491
600,19.96667,23.23550,22.66350,0.03414
601,20.00000,23.50822,22.66350,0.03568
602,20.03333,23.27013,22.66350,0.03507
603,20.06667,23.40606,22.66350,0.03564
604,20.10000,23.38441,22.66350,0.03595
605,20.13333,23.43117,22.66350,0.03659
606,20.16667,23.31255,22.66350,0.03618
607,20.20000,23.37143,22.66350,0.03631
608,20.23333,23.31169,22.66350,0.03593
609,20.26667,23.24935,22.66350,0.03510
610,20.30000,23.27619,22.66587,0.03459
611,20.33333,23.41905,22.68089,0.03519
612,20.36667,23.24069,22.68616,0.03423
613,20.40000,23.27013,22.69407,0.03358
614,20.43333,23.11948,22.70205,0.03174
615,20.46667,23.40433,22.70205,0.03249
616,20.50000,23.12900,22.71598,0.03079
617,20.53333,23.30909,22.73096,0.03069
618,20.56667,23.38788,22.73755,0.03117
619,20.60000,23.52901,22.74575,0.03265
620,20.63333,23.46320,22.76891,0.03317
621,20.66667,23.22771,22.78653,0.03159
622,20.70000,23.42338,22.80286,0.03168
623,20.73333,23.31688,22.80983,0.03086
624,20.76667,23.43896,22.83437,0.03092
625,20.80000,23.35325,22.85681,0.03011
626,20.83333,23.43550,22.87770,0.02991
627,20.86667,23.31169,22.89347,0.02862
