Frame,time,RawF_1, F0_1, R_1
52,1.70000,23.56537,23.50438,0.00060
53,1.73333,23.42078,23.50585,-0.00016
54,1.76667,23.39394,23.50585,-0.00101
55,1.80000,23.61212,23.51195,-0.00010
56,1.83333,23.53074,23.51195,0.00004
57,1.86667,23.33247,23.50897,-0.00135
58,1.90000,23.51948,23.50897,-0.00107
59,1.93333,23.45455,23.49238,-0.00121
60,1.96667,23.44329,23.48477,-0.00135
61,2.00000,23.33333,23.47698,-0.00228
62,2.03333,23.43290,23.47043,-0.00222
63,2.06667,23.55152,23.46671,-0.00122
64,2.10000,23.50390,23.45654,-0.00068
65,2.13333,23.31515,23.44909,-0.00161
66,2.16667,23.57836,23.44909,-0.00036
67,2.20000,23.39134,23.44909,-0.00077
68,2.23333,23.42771,23.44909,-0.00083
69,2.26667,23.33593,23.44909,-0.00158
70,2.30000,23.43463,23.44359,-0.00142
71,2.33333,23.56277,23.44359,-0.00028
72,2.36667,23.43810,23.44359,-0.00029
73,2.40000,23.42771,23.44359,-0.00037
74,2.43333,23.40260,23.44359,-0.00062
75,2.46667,23.43896,23.44359,-0.00056
76,2.50000,23.32381,23.44284,-0.00141
77,2.53333,23.28572,23.43814,-0.00238
78,2.56667,23.34546,23.42654,-0.00265
79,2.60000,23.35671,23.41897,-0.00272
80,2.63333,23.58182,23.41897,-0.00104
81,2.66667,23.54286,23.41897,0.00010
82,2.70000,23.37489,23.41897,-0.00026
83,2.73333,23.12554,23.41355,-0.00247
84,2.76667,23.56190,23.41355,-0.00093
85,2.80000,23.37489,23.41355,-0.00108
86,2.83333,23.37922,23.41348,-0.00119
87,2.86667,23.69870,23.41348,0.00122
88,2.90000,23.25541,23.41348,-0.00019
89,2.93333,23.46234,23.41348,0.00022
90,2.96667,23.57836,23.41348,0.00147
91,3.00000,23.30649,23.41348,0.00041
92,3.03333,23.51169,23.41348,0.00112
93,3.06667,23.43204,23.41348,0.00110
94,3.10000,23.44589,23.41348,0.00118
95,3.13333,23.31515,23.41348,0.00023
96,3.16667,23.53853,23.41348,0.00117
97,3.20000,23.28745,23.41348,0.00000
98,3.23333,23.38961,23.41193,-0.00017
99,3.26667,23.41299,23.41193,-0.00013
100,3.30000,23.59480,23.41193,0.00132
101,3.33333,23.54545,23.41193,0.00216
102,3.36667,23.42857,23.41193,0.00195
103,3.40000,23.57836,23.41193,0.00295
104,3.43333,23.47965,23.41193,0.00303
105,3.46667,23.43290,23.41193,0.00273
106,3.50000,23.58961,23.41193,0.00369
107,3.53333,23.48139,23.41193,0.00367
108,3.56667,23.41039,23.41193,0.00310
109,3.60000,23.74199,23.41193,0.00521
110,3.63333,23.27359,23.41193,0.00333
111,3.66667,23.54199,23.41193,0.00383
112,3.70000,23.43983,23.41193,0.00345
113,3.73333,23.46840,23.41193,0.00336
114,3.76667,23.35844,23.41193,0.00244
115,3.80000,23.47273,23.41193,0.00254
116,3.83333,23.51602,23.41193,0.00296
117,3.86667,23.66147,23.41193,0.00445
118,3.90000,23.75758,23.41193,0.00645
119,3.93333,23.62597,23.41193,0.00714
120,3.96667,23.76797,23.41193,0.00882
121,4.00000,23.42251,23.41193,0.00754
122,4.03333,23.63636,23.41193,0.00814
123,4.06667,23.51082,23.41193,0.00765
124,4.10000,23.32381,23.41193,0.00579
125,4.13333,23.51688,23.41193,0.00572
126,4.16667,23.47706,23.41193,0.00535
127,4.20000,23.55758,23.41193,0.00566
128,4.23333,23.27273,23.41193,0.00371
129,4.26667,23.27359,23.41193,0.00206
130,4.30000,23.32641,23.41193,0.00108
131,4.33333,23.38874,23.41193,0.00073
132,4.36667,23.62164,23.41193,0.00224
133,4.40000,23.36883,23.41193,0.00156
134,4.43333,23.42164,23.41193,0.00139
135,4.46667,23.37922,23.41193,0.00092
136,4.50000,23.48831,23.41193,0.00137
137,4.53333,23.36623,23.41193,0.00080
138,4.56667,23.46753,23.41193,0.00111
139,4.60000,23.53506,23.41193,0.00190
140,4.63333,23.24849,23.41193,0.00032
141,4.66667,23.43983,23.41193,0.00049
142,4.70000,23.39654,23.41193,0.00029
143,4.73333,23.17576,23.41193,-0.00160
144,4.76667,23.07100,23.40278,-0.00394
145,4.80000,23.38095,23.39168,-0.00342
146,4.83333,23.47013,23.38991,-0.00227
147,4.86667,23.48312,23.38991,-0.00120
148,4.90000,23.30130,23.38746,-0.00170
149,4.93333,23.37056,23.38283,-0.00155
150,4.96667,23.34372,23.37354,-0.00155
151,5.00000,23.38615,23.37354,-0.00123
152,5.03333,23.38961,23.37354,-0.00092
153,5.06667,23.47359,23.37354,-0.00001
154,5.10000,23.50476,23.37354,0.00102
155,5.13333,23.26234,23.37354,-0.00000
156,5.16667,23.46147,23.37354,0.00068
157,5.20000,23.30216,23.37354,0.00001
158,5.23333,23.31169,23.37354,-0.00048
159,5.26667,23.33593,23.36860,-0.00065
160,5.30000,23.45022,23.36860,0.00009
161,5.33333,23.61472,23.36860,0.00200
162,5.36667,23.40866,23.36860,0.00201
163,5.40000,23.37662,23.36860,0.00175
164,5.43333,23.33593,23.36860,0.00123
165,5.46667,23.50563,23.36860,0.00211
166,5.50000,23.27879,23.36860,0.00109
167,5.53333,23.39827,23.36860,0.00115
168,5.56667,23.44762,23.36860,0.00159
169,5.60000,23.59827,23.36860,0.00314
170,5.63333,23.61991,23.36860,0.00462
171,5.66667,23.60693,23.36860,0.00578
172,5.70000,23.59394,23.36860,0.00665
173,5.73333,23.45108,23.36860,0.00627
174,5.76667,23.73333,23.36860,0.00817
175,5.80000,23.64675,23.36860,0.00910
176,5.83333,23.41905,23.36860,0.00810
177,5.86667,23.47965,23.36860,0.00772
178,5.90000,23.72814,23.36860,0.00934
179,5.93333,23.72814,23.36860,0.01072
180,5.96667,23.65195,23.36860,0.01129
181,6.00000,23.54978,23.36860,0.01097
182,6.03333,23.37056,23.36860,0.00930
183,6.06667,23.54199,23.36860,0.00923
184,6.10000,23.70130,23.36860,0.01041
185,6.13333,23.84502,23.36860,0.01253
186,6.16667,23.62424,23.36860,0.01261
187,6.20000,23.70130,23.36860,0.01327
188,6.23333,23.78268,23.36860,0.01447
189,6.26667,23.56623,23.36860,0.01379
190,6.30000,23.45022,23.36860,0.01232
191,6.33333,23.47013,23.36860,0.01121
192,6.36667,23.58355,23.36860,0.01116
193,6.40000,23.57143,23.36860,0.01103
194,6.43333,23.62597,23.36860,0.01135
195,6.46667,23.68831,23.36860,0.01211
196,6.50000,23.67706,23.36860,0.01265
197,6.53333,23.47359,23.36860,0.01153
198,6.56667,23.67446,23.36860,0.01215
199,6.60000,23.68052,23.36860,0.01272
200,6.63333,23.75411,23.36860,0.01377
201,6.66667,23.66926,23.36860,0.01399
202,6.70000,23.83809,23.36860,0.01550
203,6.73333,23.47532,23.36860,0.01395
204,6.76667,23.46667,23.36860,0.01257
205,6.80000,23.51602,23.36860,0.01177
206,6.83333,23.69697,23.36860,0.01252
207,6.86667,23.53160,23.36860,0.01187
208,6.90000,23.69437,23.36860,0.01259
209,6.93333,23.48312,23.36860,0.01153
210,6.96667,23.67273,23.36860,0.01212
211,7.00000,23.68052,23.36860,0.01269
212,7.03333,23.59048,23.36860,0.01246
213,7.06667,23.34632,23.36860,0.01038
214,7.10000,23.44589,23.36860,0.00938
215,7.13333,23.56537,23.36860,0.00946
216,7.16667,23.48745,23.36860,0.00892
217,7.20000,23.55065,23.36860,0.00896
218,7.23333,23.67879,23.36860,0.00999
219,7.26667,23.34026,23.36860,0.00822
220,7.30000,23.59654,23.36860,0.00873
221,7.33333,23.85888,23.36860,0.01122
222,7.36667,23.63810,23.36860,0.01160
223,7.40000,23.40779,23.36860,0.01011
224,7.43333,23.39221,23.36860,0.00873
225,7.46667,23.44156,23.36860,0.00795
226,7.50000,23.47619,23.36860,0.00756
227,7.53333,23.62944,23.36860,0.00842
228,7.56667,23.59307,23.36860,0.00888
229,7.60000,23.55671,23.36860,0.00897
230,7.63333,23.49870,23.36860,0.00860
231,7.66667,23.70390,23.36860,0.00988
232,7.70000,23.47359,23.36860,0.00917
233,7.73333,23.46580,23.36860,0.00850
234,7.76667,23.78009,23.36860,0.01041
235,7.80000,23.57056,23.36860,0.01038
236,7.83333,23.31775,23.36860,0.00838
237,7.86667,23.50736,23.36860,0.00817
238,7.90000,23.23203,23.36860,0.00584
239,7.93333,23.45887,23.36860,0.00563
240,7.96667,23.54199,23.36860,0.00612
241,8.00000,23.54978,23.36860,0.00658
242,8.03333,23.49957,23.36860,0.00658
243,8.06667,23.44935,23.36860,0.00619
244,8.10000,23.36364,23.36860,0.00520
245,8.13333,23.64935,23.36860,0.00659
246,8.16667,23.38528,23.36860,0.00570
247,8.20000,23.48052,23.36860,0.00570
248,8.23333,23.54632,23.36860,0.00620
249,8.26667,23.47013,23.37226,0.00600
250,8.30000,23.60260,23.37316,0.00687
251,8.33333,23.60173,23.37316,0.00759
252,8.36667,23.49870,23.37421,0.00738
253,8.40000,23.52035,23.37421,0.00738
254,8.43333,23.40606,23.37896,0.00645
255,8.46667,23.48139,23.38344,0.00623
256,8.50000,23.37576,23.39767,0.00510
257,8.53333,23.71948,23.40057,0.00680
258,8.56667,23.39307,23.40613,0.00564
259,8.60000,23.47273,23.41208,0.00524
260,8.63333,23.42511,23.42537,0.00442
261,8.66667,23.46234,23.43508,0.00395
262,8.70000,23.43117,23.43975,0.00326
263,8.73333,23.25887,23.45485,0.00123
264,8.76667,23.14632,23.46256,-0.00142
265,8.80000,23.55931,23.46256,-0.00047
266,8.83333,23.55152,23.46256,0.00029
267,8.86667,23.56450,23.46260,0.00104
268,8.90000,23.52208,23.46260,0.00133
269,8.93333,23.65541,23.46260,0.00264
270,8.96667,23.34026,23.46260,0.00128
271,9.00000,23.41472,23.46260,0.00070
272,9.03333,23.31861,23.46260,-0.00054
273,9.06667,23.39740,23.45726,-0.00093
274,9.10000,23.49697,23.45270,-0.00044
275,9.13333,23.58095,23.45270,0.00062
276,9.16667,23.49264,23.45270,0.00083
277,9.20000,23.60000,23.45270,0.00185
278,9.23333,23.74545,23.45270,0.00384
279,9.26667,23.47273,23.45270,0.00340
280,9.30000,23.29957,23.45270,0.00168
281,9.33333,23.47965,23.45270,0.00162
282,9.36667,23.42511,23.45270,0.00115
283,9.40000,23.40433,23.45270,0.00059
284,9.43333,23.53074,23.45270,0.00110
285,9.46667,23.36364,23.45270,0.00024
286,9.50000,23.65022,23.45270,0.00173
287,9.53333,23.59307,23.45270,0.00256
288,9.56667,23.52121,23.45270,0.00269
289,9.60000,23.55152,23.45270,0.00304
290,9.63333,23.44156,23.45270,0.00249
291,9.66667,23.36450,23.45270,0.00142
292,9.70000,23.58182,23.45270,0.00221
293,9.73333,23.51169,23.45270,0.00233
294,9.76667,23.47446,23.45270,0.00215
295,9.80000,23.39740,23.45270,0.00140
296,9.83333,23.39654,23.45270,0.00074
297,9.86667,23.62597,23.45270,0.00198
298,9.90000,23.47099,23.45270,0.00181
299,9.93333,23.53506,23.45270,0.00217
300,9.96667,23.72641,23.45270,0.00396
301,10.00000,23.47792,23.45270,0.00355
302,10.03333,23.32814,23.45270,0.00204
303,10.06667,23.42944,23.45270,0.00155
304,10.10000,23.23896,23.45270,-0.00035
305,10.13333,23.49784,23.45270,0.00006
306,10.16667,23.46494,23.45270,0.00014
307,10.20000,23.57489,23.45270,0.00107
308,10.23333,23.55931,23.45270,0.00173
309,10.26667,23.33333,23.45270,0.00052
310,10.30000,23.44675,23.45270,0.00039
311,10.33333,23.38009,23.45270,-0.00023
312,10.36667,23.56364,23.45270,0.00067
313,10.40000,23.38701,23.45270,0.00006
314,10.43333,23.54892,23.45270,0.00080
315,10.46667,23.42511,23.45270,0.00046
316,10.50000,23.46494,23.45270,0.00049
317,10.53333,23.58355,23.45270,0.00142
318,10.56667,23.39654,23.45270,0.00076
319,10.60000,23.40260,23.45270,0.00025
320,10.63333,23.52641,23.45270,0.00078
321,10.66667,23.47446,23.45270,0.00083
322,10.70000,23.69091,23.45270,0.00256
323,10.73333,23.49351,23.45270,0.00248
324,10.76667,23.62338,23.45270,0.00343
325,10.80000,23.66840,23.45270,0.00458
326,10.83333,23.61212,23.45270,0.00512
327,10.86667,23.38355,23.45270,0.00380
328,10.90000,23.54632,23.45270,0.00394
329,10.93333,23.50130,23.45270,0.00371
330,10.96667,23.63463,23.45270,0.00455
331,11.00000,23.63203,23.45270,0.00524
332,11.03333,23.60433,23.45270,0.00561
333,11.06667,23.58788,23.45270,0.00581
334,11.10000,23.61559,23.45270,0.00619
335,11.13333,23.62511,23.45270,0.00659
336,11.16667,23.62771,23.45270,0.00694
337,11.20000,23.70996,23.45270,0.00787
338,11.23333,23.37143,23.45270,0.00603
339,11.26667,23.77316,23.45270,0.00759
340,11.30000,23.42944,23.45270,0.00625
341,11.33333,23.67533,23.45270,0.00703
342,11.36667,23.57749,23.45270,0.00692
343,11.40000,23.62944,23.45270,0.00723
344,11.43333,23.39740,23.45270,0.00569
345,11.46667,23.69610,23.45270,0.00671
346,11.50000,23.47273,23.45270,0.00584
347,11.53333,23.56104,23.45270,0.00578
348,11.56667,23.32121,23.45270,0.00387
349,11.60000,23.61732,23.45270,0.00456
350,11.63333,23.45368,23.45270,0.00387
351,11.66667,23.50476,23.45270,0.00368
352,11.70000,23.38874,23.45270,0.00261
353,11.73333,23.34459,23.45270,0.00136
354,11.76667,23.52381,23.45270,0.00170
355,11.80000,23.56710,23.45270,0.00232
356,11.83333,23.51342,23.45270,0.00243
357,11.86667,23.59307,23.45270,0.00314
358,11.90000,23.58528,23.45270,0.00370
359,11.93333,23.58355,23.45270,0.00414
360,11.96667,23.42164,23.45270,0.00326
361,12.00000,23.54805,23.45270,0.00350
362,12.03333,23.50996,23.45270,0.00340
363,12.06667,23.23117,23.45270,0.00114
364,12.10000,23.43723,23.45507,0.00082
365,12.13333,23.56883,23.45507,0.00158
366,12.16667,23.69437,23.46095,0.00314
367,12.20000,23.63463,23.46095,0.00400
368,12.23333,23.54459,23.46095,0.00403
369,12.26667,23.48571,23.46095,0.00361
370,12.30000,23.57316,23.46174,0.00391
371,12.33333,23.53160,23.46174,0.00385
372,12.36667,23.44762,23.46174,0.00314
373,12.40000,23.45022,23.46177,0.00256
374,12.43333,23.53420,23.46177,0.00273
375,12.46667,23.48745,23.46475,0.00249
376,12.50000,23.54113,23.46475,0.00269
377,12.53333,23.48139,23.46475,0.00240
378,12.56667,23.41039,23.46475,0.00161
379,12.60000,23.48831,23.46475,0.00155
380,12.63333,23.34978,23.46475,0.00041
381,12.66667,23.49351,23.46475,0.00057
382,12.70000,23.51429,23.46475,0.00087
383,12.73333,23.45628,23.46475,0.00067
384,12.76667,23.40520,23.46475,0.00011
385,12.80000,23.59048,23.46475,0.00107
386,12.83333,23.43117,23.46475,0.00064
387,12.86667,23.40866,23.46475,0.00010
388,12.90000,23.33939,23.46475,-0.00090
389,12.93333,23.32641,23.46475,-0.00184
390,12.96667,23.31515,23.46113,-0.00270
391,13.00000,23.45368,23.45718,-0.00231
392,13.03333,23.77489,23.45718,0.00051
393,13.06667,23.54372,23.45718,0.00110
394,13.10000,23.52554,23.45718,0.00148
395,13.13333,23.68571,23.45718,0.00303
396,13.16667,23.40693,23.45718,0.00217
397,13.20000,23.36104,23.45718,0.00108
398,13.23333,23.59048,23.45718,0.00194
399,13.26667,23.66061,23.45718,0.00322
400,13.30000,23.51861,23.45718,0.00321
401,13.33333,23.77229,23.45718,0.00516
402,13.36667,23.60519,23.45718,0.00552
403,13.40000,23.47099,23.45718,0.00478
404,13.43333,23.65368,23.45718,0.00558
405,13.46667,23.58355,23.45718,0.00570
406,13.50000,23.70563,23.45718,0.00676
407,13.53333,23.64329,23.45718,0.00717
408,13.56667,23.88745,23.45718,0.00941
409,13.60000,23.76710,23.45718,0.01038
410,13.63333,23.42164,23.45718,0.00851
411,13.66667,23.70390,23.45718,0.00913
412,13.70000,23.78615,23.45718,0.01029
413,13.73333,23.59221,23.45718,0.00976
414,13.76667,23.64762,23.45718,0.00974
415,13.80000,23.59654,23.45718,0.00933
416,13.83333,23.41905,23.45718,0.00760
417,13.86667,23.46494,23.45718,0.00649
418,13.90000,23.58442,23.45718,0.00649
419,13.93333,23.66061,23.45718,0.00708
420,13.96667,23.72641,23.45718,0.00810
421,14.00000,23.78095,23.45718,0.00938
422,14.03333,23.65887,23.45718,0.00951
423,14.06667,23.54113,23.45718,0.00869
424,14.10000,23.59827,23.45718,0.00845
425,14.13333,23.57489,23.45718,0.00807
426,14.16667,23.70996,23.45718,0.00879
427,14.20000,23.55325,23.45718,0.00819
428,14.23333,23.49957,23.45718,0.00726
429,14.26667,23.66407,23.45718,0.00775
430,14.30000,23.47013,23.45718,0.00665
431,14.33333,23.68052,23.45718,0.00737
432,14.36667,23.38009,23.45718,0.00562
433,14.40000,23.73074,23.45718,0.00688
434,14.43333,23.46494,23.45718,0.00589
435,14.46667,23.71861,23.45718,0.00701
436,14.50000,23.59567,23.45718,0.00701
437,14.53333,23.49697,23.45718,0.00623
438,14.56667,23.53074,23.45718,0.00584
439,14.60000,23.63810,23.45718,0.00633
440,14.63333,23.50996,23.45718,0.00576
441,14.66667,23.50390,23.45718,0.00524
442,14.70000,23.66234,23.45718,0.00602
443,14.73333,23.59827,23.45718,0.00618
444,14.76667,23.43204,23.45718,0.00503
445,14.80000,23.52294,23.45718,0.00476
446,14.83333,23.80606,23.45718,0.00674
447,14.86667,23.72294,23.45718,0.00777
448,14.90000,23.52727,23.45718,0.00713
449,14.93333,23.46753,23.45718,0.00611
450,14.96667,23.58355,23.45718,0.00614
451,15.00000,23.59827,23.45718,0.00629
452,15.03333,23.47532,23.45718,0.00545
453,15.06667,23.58528,23.45718,0.00560
454,15.10000,23.57316,23.45718,0.00564
455,15.13333,23.53247,23.45718,0.00535
456,15.16667,23.47879,23.45718,0.00469
457,15.20000,23.52554,23.45718,0.00450
458,15.23333,23.52727,23.45718,0.00435
459,15.26667,23.45628,23.45718,0.00367
460,15.30000,23.39307,23.45718,0.00260
461,15.33333,23.47446,23.45718,0.00233
462,15.36667,23.56017,23.45718,0.00277
463,15.40000,23.35671,23.45718,0.00156
464,15.43333,23.50130,23.45718,0.00165
465,15.46667,23.54719,23.45718,0.00210
466,15.50000,23.60087,23.45718,0.00289
467,15.53333,23.51429,23.45718,0.00288
468,15.56667,23.82424,23.45718,0.00529
469,15.60000,23.53247,23.45718,0.00506
470,15.63333,23.62078,23.45718,0.00555
471,15.66667,23.62684,23.45718,0.00602
472,15.70000,23.55411,23.45718,0.00585
473,15.73333,23.61472,23.45718,0.00617
474,15.76667,23.45714,23.45718,0.00521
475,15.80000,23.59307,23.45718,0.00547
476,15.83333,23.57489,23.45718,0.00554
477,15.86667,23.49957,23.45718,0.00501
478,15.90000,23.67186,23.45718,0.00590
479,15.93333,23.60952,23.45718,0.00618
480,15.96667,23.33766,23.45718,0.00430
481,16.00000,23.31429,23.46821,0.00243
482,16.03333,23.55931,23.46821,0.00276
483,16.06667,23.39654,23.46821,0.00178
484,16.10000,23.39740,23.46915,0.00094
485,16.13333,23.55325,23.46915,0.00145
486,16.16667,23.67186,23.46915,0.00280
487,16.20000,23.34286,23.47363,0.00135
488,16.23333,23.20087,23.47882,-0.00102
489,16.26667,23.53506,23.48044,-0.00044
490,16.30000,23.36710,23.49618,-0.00138
491,16.33333,23.40000,23.49701,-0.00192
492,16.36667,23.58615,23.49701,-0.00093
493,16.40000,23.45281,23.49204,-0.00110
494,16.43333,23.40433,23.48237,-0.00153
495,16.46667,23.50996,23.48044,-0.00107
496,16.50000,23.45801,23.47363,-0.00103
497,16.53333,23.44416,23.47307,-0.00110
498,16.56667,23.49524,23.46881,-0.00073
499,16.60000,23.49784,23.46546,-0.00038
500,16.63333,23.67446,23.46546,0.00130
501,16.66667,23.62338,23.46546,0.00232
502,16.70000,23.43377,23.46332,0.00173
503,16.73333,23.53074,23.46332,0.00198
504,16.76667,23.40260,23.46332,0.00120
505,16.80000,23.58268,23.46332,0.00194
506,16.83333,23.50822,23.46332,0.00199
507,16.86667,23.50822,23.46332,0.00203
508,16.90000,23.24589,23.46332,0.00002
509,16.93333,23.44675,23.46309,-0.00012
510,16.96667,23.48571,23.46309,0.00007
511,17.00000,23.48312,23.46309,0.00022
512,17.03333,23.58442,23.46309,0.00114
513,17.06667,23.37316,23.46309,0.00026
514,17.10000,23.30736,23.46309,-0.00099
515,17.13333,23.48918,23.46309,-0.00063
516,17.16667,23.29524,23.46309,-0.00184
517,17.20000,23.39221,23.46309,-0.00212
518,17.23333,23.50909,23.46309,-0.00143
519,17.26667,23.19913,23.45707,-0.00321
520,17.30000,23.42424,23.45620,-0.00297
521,17.33333,23.36883,23.45070,-0.00314
522,17.36667,23.31948,23.44295,-0.00362
523,17.40000,23.42164,23.43196,-0.00315
524,17.43333,23.37229,23.42105,-0.00304
525,17.46667,23.21039,23.41133,-0.00414
526,17.50000,23.27879,23.40038,-0.00445
527,17.53333,23.51948,23.40038,-0.00284
528,17.56667,23.51342,23.40038,-0.00152
529,17.60000,23.25714,23.39153,-0.00234
530,17.63333,23.19394,23.37787,-0.00342
531,17.66667,23.32035,23.37787,-0.00335
532,17.70000,23.47706,23.37787,-0.00207
533,17.73333,23.38009,23.37783,-0.00173
534,17.76667,23.10736,23.36149,-0.00346
535,17.80000,23.42164,23.35441,-0.00240
536,17.83333,23.38961,23.35441,-0.00176
537,17.86667,23.40087,23.35441,-0.00113
538,17.90000,23.39827,23.35441,-0.00061
539,17.93333,23.30563,23.35441,-0.00089
540,17.96667,23.34372,23.35359,-0.00083
541,18.00000,23.41125,23.34933,-0.00022
542,18.03333,23.43983,23.34933,0.00052
543,18.06667,23.40433,23.34933,0.00087
544,18.10000,23.25368,23.34933,-0.00001
545,18.13333,23.32035,23.34933,-0.00023
546,18.16667,23.29264,23.34835,-0.00063
547,18.20000,23.55238,23.34835,0.00107
548,18.23333,23.56710,23.34835,0.00262
549,18.26667,23.29870,23.34835,0.00183
550,18.30000,23.29957,23.34835,0.00118
551,18.33333,23.38441,23.34835,0.00128
552,18.36667,23.56623,23.34835,0.00279
553,18.40000,23.22424,23.34835,0.00140
554,18.43333,23.38095,23.34835,0.00144
555,18.46667,23.45368,23.34835,0.00204
556,18.50000,23.40606,23.34835,0.00219
557,18.53333,23.09004,23.34835,-0.00016
558,18.56667,23.42338,23.34835,0.00044
559,18.60000,23.56017,23.34835,0.00203
560,18.63333,23.40779,23.34835,0.00219
561,18.66667,23.47879,23.34835,0.00288
562,18.70000,23.76277,23.34835,0.00568
563,18.73333,23.31775,23.34835,0.00457
564,18.76667,23.49437,23.34835,0.00501
565,18.80000,23.34026,23.34835,0.00419
566,18.83333,23.52208,23.34835,0.00490
567,18.86667,23.55065,23.34835,0.00573
568,18.90000,23.25022,23.34835,0.00408
569,18.93333,23.37316,23.34835,0.00364
570,18.96667,23.25368,23.34835,0.00235
571,19.00000,23.51775,23.34835,0.00331
572,19.03333,23.42944,23.34835,0.00343
573,19.06667,23.32900,23.34835,0.00275
574,19.10000,23.44502,23.34835,0.00308
575,19.13333,23.28225,23.34835,0.00210
576,19.16667,23.60000,23.34835,0.00374
577,19.20000,23.38355,23.34835,0.00345
578,19.23333,23.40520,23.34835,0.00335
579,19.26667,23.43810,23.34835,0.00353
580,19.30000,23.64069,23.34835,0.00528
581,19.33333,23.30649,23.34835,0.00414
582,19.36667,23.51948,23.34835,0.00484
583,19.40000,23.26840,23.34835,0.00346
584,19.43333,23.34805,23.34835,0.00294
585,19.46667,23.53939,23.34835,0.00398
586,19.50000,23.44848,23.34835,0.00415
587,19.53333,23.28312,23.34835,0.00300
588,19.56667,23.49351,23.34835,0.00368
589,19.60000,23.65974,23.34835,0.00555
590,19.63333,23.54978,23.34835,0.00626
591,19.66667,23.42078,23.34835,0.00587
592,19.70000,23.36364,23.34835,0.00508
593,19.73333,23.43723,23.34835,0.00498
594,19.76667,23.44242,23.34835,0.00495
595,19.80000,23.27013,23.34835,0.00357
596,19.83333,23.25281,23.34835,0.00228
597,19.86667,23.59654,23.34835,0.00386
598,19.90000,23.20000,23.34835,0.00210
599,19.93333,23.38961,23.34835,0.00210
600,19.96667,23.40260,23.34835,0.00220
601,20.00000,23.28658,23.34835,0.00139
602,20.03333,23.58528,23.34835,0.00302
603,20.06667,23.22944,23.34835,0.00162
604,20.10000,23.44502,23.34835,0.00213
605,20.13333,23.50303,23.34835,0.00301
606,20.16667,23.43896,23.34835,0.00326
607,20.20000,23.52641,23.34835,0.00414
608,20.23333,23.24156,23.34835,0.00267
609,20.26667,23.37229,23.34835,0.00244
610,20.30000,23.25455,23.34835,0.00133
611,20.33333,23.49351,23.34835,0.00225
612,20.36667,23.45714,23.34835,0.00276
613,20.40000,23.30736,23.34835,0.00200
614,20.43333,23.41212,23.34835,0.00220
615,20.46667,23.43983,23.34835,0.00258
616,20.50000,23.36883,23.34835,0.00233
617,20.53333,23.29610,23.34835,0.00156
618,20.56667,23.35325,23.34835,0.00136
619,20.60000,23.29091,23.34835,0.00070
620,20.63333,23.41818,23.34835,0.00112
621,20.66667,23.27273,23.34835,0.00035
622,20.70000,23.43636,23.34835,0.00098
623,20.73333,23.36364,23.34835,0.00095
624,20.76667,23.44416,23.34835,0.00155
625,20.80000,23.53853,23.34835,0.00279
626,20.83333,23.50822,23.34835,0.00362
627,20.86667,23.39048,23.34835,0.00340
628,20.90000,23.17143,23.34835,0.00148
629,20.93333,23.43896,23.34835,0.00197
